case_id,environment_id,environment_seed,run_within_environment,algorithm_seed,spacing_m,J,energy_Wh,arrival_time_s,dynamic_risk,penalty_total,penalty_static,penalty_scene_entry,penalty_nfz,feasible,static_violation,scene_entry_violation,nfz_violation,evaluation_time_s,total_collision_subsamples,total_nfz_subsamples,path_points,run_status
19,7,1227,1,1291,0.75,14.3511017120232,9.53221838179634,98.4069079020996,0.000920787073964538,0,0,0,0,1,0,0,0,0.2273538,1733,1733,10,ok
19,7,1227,1,1291,0.375,14.3510411322043,9.53216968843312,98.4061491785174,0.000920230698045823,0,0,0,0,1,0,0,0,0.4437226,3462,3462,10,ok
20,7,1227,2,1344,6,9.0009088885598,7.32133305392299,91.9725728181643,0,0,0,0,0,1,0,0,0,0.0293015,204,204,10,ok
20,7,1227,2,1344,3,8.84873527716368,7.18132649738443,90.5125262352571,0,0,0,0,0,1,0,0,0,0.0549528,406,406,10,ok
20,7,1227,2,1344,1.5,8.83767974631628,7.17131943662457,90.3867098247505,0,0,0,0,0,1,0,0,0,0.1084238,808,808,10,ok
20,7,1227,2,1344,0.75,8.84214146837704,7.17532368028695,90.4416072325564,0,0,0,0,0,1,0,0,0,0.2150692,1610,1610,10,ok
20,7,1227,2,1344,0.375,8.8418399400356,7.17506220442256,90.4368009353102,0,0,0,0,0,1,0,0,0,0.4149491,3216,3216,10,ok
21,7,1227,3,1397,6,9.33864615768492,7.5423924816231,98.3626193897251,0.0030002204378942,0,0,0,0,1,0,0,0,0.0319629,217,217,10,ok
21,7,1227,3,1397,3,9.33320965252178,7.53767793730591,98.3274055948947,0.0029573691823246,0,0,0,0,1,0,0,0,0.0581229,431,431,10,ok
21,7,1227,3,1397,1.5,9.33707447304106,7.54037847961519,98.4002101647812,0.00301312652841923,0,0,0,0,1,0,0,0,0.1148159,857,857,10,ok
21,7,1227,3,1397,0.75,9.33385288672612,7.53791665506141,98.3504468082671,0.00297861981606538,0,0,0,0,1,0,0,0,0.2294459,1711,1711,10,ok
21,7,1227,3,1397,0.375,9.33330454958682,7.53735981407477,98.3505201952545,0.00297940904497614,0,0,0,0,1,0,0,0,0.4388166,3419,3419,10,ok
22,8,1475,1,1539,6,8.47783542362635,6.08795662042749,70.6024925249435,0,0,0,0,0,1,0,0,0,0.0303102,208,208,10,ok
22,8,1475,1,1539,3,8.46934108980267,6.08104252033533,70.4128644771621,0,0,0,0,0,1,0,0,0,0.0553148,413,413,10,ok
